Date,Open,High,Low,Close,Volume,Currency
2020-06-01,9454.5,10301.8,9429.7,10189.3,796676,USD
2020-06-02,10190.7,10207.3,9347.3,9527.6,1058556,USD
2020-06-03,9527.0,9667.2,9421.7,9667.2,558116,USD
2020-06-04,9667.2,9864.4,9490.9,9794.4,593664,USD
2020-06-05,9794.0,9846.1,9628.7,9631.2,527054,USD
2020-06-06,9630.8,9733.1,9549.5,9669.6,370853,USD
2020-06-07,9669.6,9791.8,9417.4,9742.6,549197,USD
2020-06-08,9743.4,9788.2,9662.3,9777.9,431039,USD
2020-06-09,9777.7,9857.2,9616.6,9768.8,479550,USD
2020-06-10,9768.8,9970.9,9710.7,9878.8,533554,USD
2020-06-11,9878.9,9945.2,9139.1,9283.2,919302,USD
2020-06-12,9283.7,9547.5,9249.4,9466.6,529284,USD
2020-06-13,9466.5,9484.9,9369.9,9471.3,364968,USD
2020-06-14,9470.7,9474.7,9264.4,9345.3,311265,USD
2020-06-15,9345.5,9489.7,8925.6,9425.4,750903,USD
2020-06-16,9425.6,9577.1,9379.3,9523.5,545468,USD
2020-06-17,9523.6,9543.6,9258.2,9464.6,446448,USD
2020-06-18,9464.6,9480.4,9289.3,9388.1,391667,USD
2020-06-19,9390.3,9424.0,9249.6,9314.0,478485,USD
2020-06-20,9314.0,9394.5,9199.8,9358.8,383439,USD
2020-06-21,9358.8,9411.2,9288.5,9296.4,335994,USD
2020-06-22,9296.5,9751.9,9285.8,9683.7,523319,USD
2020-06-23,9683.9,9715.6,9581.8,9624.6,375494,USD
2020-06-24,9624.6,9667.4,9223.0,9302.0,515777,USD
2020-06-25,9300.8,9327.3,9022.6,9247.5,524453,USD
2020-06-26,9247.5,9296.5,9060.1,9160.0,489836,USD
2020-06-27,9160.5,9190.5,8865.3,9008.3,441927,USD
2020-06-28,9008.4,9185.5,8950.2,9124.0,329013,USD
2020-06-29,9122.8,9229.1,9033.6,9185.4,401120,USD
2020-06-30,9186.0,9199.8,9075.3,9135.4,381725,USD
2020-07-01,9135.9,9289.0,9101.1,9229.9,366784,USD
2020-07-02,9229.9,9259.7,8962.1,9085.1,483099,USD
2020-07-03,9085.0,9120.4,9050.9,9067.1,333884,USD
2020-07-04,9067.1,9182.3,9049.6,9134.4,261246,USD
2020-07-05,9134.3,9149.6,8932.1,9081.0,314102,USD
2020-07-06,9080.4,9363.0,9063.2,9339.0,510271,USD
2020-07-07,9338.8,9371.2,9209.3,9256.0,420545,USD
2020-07-08,9256.3,9458.3,9233.1,9429.9,509935,USD
2020-07-09,9430.1,9434.5,9176.0,9235.7,444274,USD
2020-07-10,9239.0,9309.8,9131.9,9285.1,418469,USD
2020-07-11,9285.8,9295.5,9184.2,9233.3,353916,USD
2020-07-12,9234.2,9337.8,9170.4,9300.8,366879,USD
2020-07-13,9300.5,9329.6,9207.6,9243.6,456873,USD
2020-07-14,9243.1,9274.8,9135.7,9253.4,453834,USD
2020-07-15,9253.6,9270.2,9168.7,9198.7,429837,USD
2020-07-16,9198.7,9224.2,9052.0,9135.3,429042,USD
2020-07-17,9135.4,9181.9,9091.5,9155.8,310920,USD
2020-07-18,9155.8,9198.8,9126.7,9170.2,276397,USD
2020-07-19,9170.1,9224.8,9106.4,9208.0,265248,USD
2020-07-20,9208.1,9218.4,9139.9,9162.4,312983,USD
2020-07-21,9162.3,9426.9,9155.1,9387.3,458993,USD
2020-07-22,9387.4,9523.1,9296.0,9513.7,385995,USD
2020-07-23,9513.6,9646.5,9451.1,9599.6,425655,USD
2020-07-24,9599.2,9626.2,9480.5,9546.4,359159,USD
2020-07-25,9546.7,9729.3,9536.2,9704.1,306287,USD
2020-07-26,9690.0,10086.6,9645.9,9932.5,415068,USD
2020-07-27,9932.7,11367.0,9894.6,11022.8,908992,USD
2020-07-28,10961.1,11046.1,10873.6,10908.5,658373,USD
2020-07-29,10908.4,11336.5,10771.8,11105.9,576833,USD
2020-07-30,11105.8,11164.4,10861.6,11096.2,501138,USD
2020-07-31,11096.5,11434.8,10964.6,11333.4,530950,USD
2020-08-01,11333.2,11847.7,11226.1,11803.1,611474,USD
2020-08-02,11802.6,12061.1,10730.7,11066.8,647952,USD
2020-08-03,11066.9,11461.1,10981.6,11224.4,470238,USD
2020-08-04,11223.8,11407.8,11043.0,11184.7,485790,USD
2020-08-05,11184.8,11771.5,11114.5,11735.1,570828,USD
2020-08-06,11735.0,11898.4,11563.0,11757.1,554851,USD
2020-08-07,11757.1,11901.8,11352.4,11592.0,516995,USD
2020-08-08,11591.6,11805.5,11533.5,11764.3,317064,USD
2020-08-09,11764.4,11792.8,11527.5,11681.2,303003,USD
2020-08-10,11681.1,12041.1,11546.9,11889.2,564113,USD
2020-08-11,11889.2,11931.8,11146.7,11390.4,615895,USD
2020-08-12,11390.4,11605.4,11190.6,11557.2,549586,USD
2020-08-13,11557.2,11772.9,11298.4,11770.9,545666,USD
2020-08-14,11771.1,11835.5,11651.5,11750.8,435438,USD
2020-08-15,11751.1,11964.0,11711.5,11845.3,499099,USD
2020-08-16,11845.5,11922.5,11688.9,11899.0,410805,USD
2020-08-17,11898.8,12444.1,11764.0,12282.6,628413,USD
2020-08-18,12283.0,12381.4,11842.0,11947.6,606787,USD
2020-08-19,11944.4,12013.2,11602.6,11750.2,550257,USD
2020-08-20,11751.0,11881.0,11672.7,11856.9,430932,USD
2020-08-21,11856.9,11877.4,11495.6,11529.2,506384,USD
2020-08-22,11529.2,11677.0,11382.1,11661.3,433978,USD
2020-08-23,11661.1,11705.4,11520.8,11641.6,377330,USD
2020-08-24,11641.6,11824.6,11587.1,11753.5,429125,USD
2020-08-25,11752.9,11766.9,11131.0,11324.8,594072,USD
2020-08-26,11324.9,11533.6,11254.6,11462.3,513063,USD
2020-08-27,11462.3,11580.3,11135.3,11327.4,560586,USD
2020-08-28,11327.5,11539.0,11281.9,11527.4,464939,USD
2020-08-29,11527.8,11576.8,11433.5,11468.1,389854,USD
2020-08-30,11468.1,11704.2,11462.6,11702.0,409360,USD
2020-08-31,11701.1,11760.2,11563.8,11644.2,496139,USD
2020-09-01,11644.2,12045.9,11544.6,11914.9,580689,USD
2020-09-02,11914.4,11947.5,11244.9,11413.3,20255896,USD
2020-09-03,11413.2,11442.7,10009.5,10168.8,9654931,USD
2020-09-04,10168.7,10614.2,9960.3,10472.5,12502713,USD
2020-09-05,10472.3,10558.7,9897.8,10092.2,14716589,USD
2020-09-06,10092.2,10337.7,10004.7,10296.4,12124769,USD
2020-09-07,10296.4,10400.9,9887.0,10376.9,12396297,USD
2020-09-08,10376.9,10434.4,9877.1,10126.6,113900,USD
2020-09-09,10126.8,10343.3,9984.6,10224.6,71365,USD
2020-09-10,10224.3,10480.3,10219.2,10339.7,88014,USD
2020-09-11,10339.8,10398.8,10212.6,10390.2,62280,USD
2020-09-12,10390.2,10476.8,10275.9,10441.9,48487,USD
2020-09-13,10441.7,10579.6,10219.4,10326.0,66123,USD
2020-09-14,10332.7,10744.3,10264.5,10675.3,96642,USD
2020-09-15,10675.2,10931.8,10627.8,10785.3,91696,USD
2020-09-16,10785.2,11093.3,10669.2,10949.5,94943,USD
2020-09-17,10950.1,11039.3,10755.2,10941.3,77222,USD
2020-09-18,10941.3,11029.7,10818.7,10933.0,63476,USD
2020-09-19,10933.0,11177.1,10890.7,11081.8,51632,USD
2020-09-20,11081.6,11081.6,10772.7,10921.5,53391,USD
2020-09-21,10919.9,10987.2,10328.5,10416.8,109845,USD
2020-09-22,10419.4,10570.7,10361.7,10531.5,63517,USD
2020-09-23,10531.5,10535.4,10146.6,10237.3,74951,USD
2020-09-24,10238.1,10787.8,10201.0,10739.4,82946,USD
2020-09-25,10739.9,10756.0,10558.9,10688.8,71434,USD
2020-09-26,10688.9,10793.3,10650.2,10727.9,37851,USD
2020-09-27,10727.9,10799.2,10602.7,10776.2,40916,USD
2020-09-28,10776.4,10946.6,10685.2,10693.2,72291,USD
2020-09-29,10694.3,10858.4,10642.4,10840.9,59638,USD
2020-09-30,10843.4,10847.7,10667.6,10776.1,55551,USD
2020-10-01,10776.6,10913.7,10462.7,10620.5,95334,USD
2020-10-02,10619.6,10662.9,10387.6,10572.3,77941,USD
2020-10-03,10572.2,10597.8,10501.2,10544.2,29097,USD
2020-10-04,10544.4,10693.3,10520.8,10672.9,31399,USD
2020-10-05,10672.5,10789.6,10623.4,10789.5,48862,USD
2020-10-06,10790.2,10800.3,10530.8,10602.6,69069,USD
2020-10-07,10601.0,10680.1,10553.3,10670.9,49268,USD
2020-10-08,10670.7,10948.6,10549.6,10924.1,79777,USD
2020-10-09,10923.5,11103.0,10836.9,11054.2,70953,USD
2020-10-10,11053.5,11475.0,11053.1,11298.4,65813,USD
2020-10-11,11295.6,11439.4,11277.6,11371.0,41059,USD
2020-10-12,11370.8,11715.9,11227.4,11533.9,84018,USD
2020-10-13,11533.5,11558.0,11315.9,11423.8,64671,USD
2020-10-14,11424.4,11541.0,11293.5,11420.4,59118,USD
2020-10-15,11421.4,11590.9,11276.7,11503.0,70838,USD
2020-10-16,11503.2,11542.2,11224.6,11322.0,71421,USD
2020-10-17,11321.8,11402.7,11274.4,11362.1,29863,USD
2020-10-18,11362.1,11506.9,11349.8,11506.9,31511,USD
2020-10-19,11507.1,11823.3,11413.9,11753.4,73039,USD
2020-10-20,11753.9,12029.4,11685.7,11913.5,94593,USD
2020-10-21,11913.6,13213.5,11894.6,12808.7,197723,USD
2020-10-22,12805.5,13183.9,12698.2,12974.6,113313,USD
2020-10-23,12972.7,13025.5,12738.9,12934.1,73936,USD
2020-10-24,12933.6,13161.5,12876.4,13117.2,51197,USD
2020-10-25,13117.0,13345.3,12900.4,13032.2,59731,USD
2020-10-26,13033.0,13229.7,12792.4,13061.6,89466,USD
2020-10-27,13061.5,13782.3,13050.3,13657.8,128641,USD
2020-10-28,13658.3,13851.7,12907.6,13278.9,144180,USD
2020-10-29,13278.3,13640.0,12982.9,13457.2,111233,USD
2020-10-30,13457.0,13667.9,13134.5,13559.9,108774,USD
2020-10-31,13560.2,14065.4,13441.7,13797.3,102750,USD
2020-11-01,13795.5,13889.5,13628.7,13759.4,51705,USD
2020-11-02,13759.7,13828.4,13214.2,13561.4,97762,USD
2020-11-03,13560.5,14054.0,13294.6,14019.9,108169,USD
2020-11-04,14023.0,14238.8,13544.4,14145.6,140803,USD
2020-11-05,14145.6,15739.9,14099.7,15587.1,227491,USD
2020-11-06,15593.9,15955.2,15223.5,15577.9,186125,USD
2020-11-07,15578.2,15754.4,14385.1,14828.4,160731,USD
2020-11-08,14826.6,15648.3,14720.7,15483.7,94993,USD
2020-11-09,15483.3,15819.6,14816.9,15327.2,165039,USD
2020-11-10,15328.0,15465.3,15096.5,15303.6,93358,USD
2020-11-11,15303.1,15953.9,15281.0,15695.8,119070,USD
2020-11-12,15695.8,16342.7,15483.5,16294.7,165538,USD
2020-11-13,16293.0,16474.1,15973.4,16324.2,113749,USD
2020-11-14,16323.1,16328.2,15717.7,16071.0,83639,USD
2020-11-15,16074.7,16158.1,15782.3,15953.0,58433,USD
2020-11-16,15954.1,16880.7,15870.7,16715.8,118090,USD
2020-11-17,16715.8,17845.4,16562.0,17662.3,175865,USD
2020-11-18,17662.3,18466.1,17258.9,17774.6,233429,USD
2020-11-19,17775.1,18166.0,17380.1,17803.5,135937,USD
2020-11-20,17805.5,18811.0,17758.4,18675.2,134417,USD
2020-11-21,18673.8,18966.0,18397.5,18687.2,108911,USD
2020-11-22,18689.3,18751.5,17644.6,18412.9,121761,USD
2020-11-23,18428.1,18756.8,18016.0,18379.6,127346,USD
